-3.5520	2.6820
-1.7122	1.9471
3.2563	3.2566
6.6161	-0.8837
3.9119	-1.3778
5.7697	-0.3067
6.9839	-4.4462
10.7353	-5.3301
13.1075	-5.4655
15.6781	-9.9936
16.4785	-11.3700
20.1682	-7.7105
21.3725	-12.5550
28.4522	-9.8100
27.5404	-15.0372
33.4895	-16.3014
36.9900	-22.8870
41.7862	-24.4540
44.1788	-25.3925
51.5684	-33.2180
50.0428	-35.1093
55.1814	-36.0752
58.2438	-39.9178
61.3060	-43.2837
62.8442	-47.0196
66.9840	-49.7226
71.6407	-55.4624
74.9651	-57.5452
79.0452	-60.0992
82.9997	-66.6688
86.2067	-69.1735
87.8679	-74.4106
88.3938	-75.2470
92.7533	-79.6398
94.4642	-81.5435
98.1461	-88.3292
101.3801	-91.5918
105.0210	-90.2731
109.5190	-95.0107
112.6636	-98.1596
116.5675	-100.3425
119.6355	-103.7546
121.5393	-103.0180
124.8158	-105.6186
129.1449	-111.5533
132.3233	-113.4075
135.5852	-120.7633
141.5034	-125.3955
142.4798	-128.0510
146.1698	-135.6965
151.9733	-138.6508
154.8463	-141.6241
156.7439	-147.9281
155.0471	-155.0957
162.6540	-158.8373
165.2162	-164.1986
168.4201	-168.9242
171.2901	-176.5766
176.8377	-181.5402
179.6967	-186.8321
182.7708	-194.4938
185.0035	-198.5891
189.1778	-205.0451
192.8196	-206.7671
196.6632	-212.9668
200.0991	-219.0921
204.1250	-223.5555
206.4815	-231.4861
208.8241	-238.1141
212.5825	-241.4495
214.4530	-250.6491
219.7412	-255.8807
221.6642	-260.4749
225.2438	-262.8205
223.8898	-267.6520
228.9285	-277.6041
228.0125	-280.4299
231.1930	-287.9216
235.6729	-296.4340
237.7705	-299.4534
237.9004	-304.2977
241.6193	-310.8285
244.3835	-317.0527
244.4539	-325.1235
245.3510	-331.4521
247.3416	-336.9824
249.5039	-344.6274
248.6742	-352.7751
249.1049	-358.4462
252.7327	-365.8404
249.3705	-376.7385
255.4499	-381.6955
255.4552	-393.9461
257.9165	-400.5411
261.6737	-411.2549
265.0169	-420.9960
269.3854	-428.9618
269.0476	-437.9116
273.5578	-449.4687
273.4510	-458.2018
