1.9859	-2.6283
0.3276	-0.5465
1.4942	2.1753
5.6351	3.0625
3.3313	1.4210
7.7010	5.6893
9.1407	6.1501
15.2665	9.6476
16.5138	13.5424
21.9558	16.0042
24.3761	16.5041
25.2938	21.8906
32.5992	23.8763
36.1723	29.6568
37.8477	32.5096
42.8149	34.0934
44.7293	34.3381
50.4669	38.3543
52.5792	39.7378
56.8288	42.7682
59.6270	48.1297
63.7199	48.1039
69.4819	49.8235
71.5310	53.8859
76.4755	57.4366
81.7908	62.8996
85.9722	65.0350
84.8387	69.3184
89.2319	69.2526
93.4896	76.6707
92.5956	78.2307
99.5763	87.4803
97.3942	88.8689
101.3638	92.2858
102.5067	98.2722
103.2911	100.4388
104.5033	105.6084
105.6822	107.6703
105.6005	109.7465
101.3491	112.2379
102.3194	113.3909
100.4879	120.4264
98.5145	121.2284
96.7002	124.1752
97.7944	130.7150
97.0678	133.0773
94.7397	141.2059
94.0869	145.5820
88.2876	153.8119
88.1980	157.3760
87.2455	163.3164
83.2028	169.2738
78.7987	179.9354
74.6361	184.3045
71.1628	190.3893
68.8204	197.3124
63.9965	201.1270
64.2560	207.3866
60.0763	211.4344
59.4047	216.7897
52.8418	220.6648
55.4438	224.0891
48.8530	229.7347
47.3744	233.5562
44.9833	237.9689
42.7421	242.7134
39.2310	250.2501
35.2683	251.0056
38.1209	257.7995
33.8019	263.4462
29.8823	266.9769
30.7185	270.9694
24.3254	275.8231
23.9422	281.9326
17.8664	286.2475
17.4680	289.1408
13.3885	296.5991
10.8345	301.7321
7.2772	308.3283
5.1865	311.0794
4.4519	319.6652
0.1670	323.9672
-1.8039	331.7561
-8.3367	332.8318
-8.3016	340.0680
-7.9246	343.0502
-11.2210	350.8165
-14.2555	353.8956
-15.6339	363.2017
-17.8686	365.0134
-18.1112	371.1006
-21.5394	372.0494
-24.5771	379.2536
-24.6202	385.2286
-25.3423	391.3446
-25.9274	393.7175
-29.2675	398.2160
-30.7589	401.3242
-30.9980	407.0550
-35.9696	410.0532
