0.8969	0.4228
-0.7220	2.8183
1.6825	0.4942
4.8547	4.8500
8.4866	5.0182
9.1316	4.8857
12.1815	7.9056
15.4857	9.0211
18.5367	11.3515
19.5365	12.1909
22.7771	13.8489
28.0185	13.9119
27.8645	15.2780
28.3023	11.8664
36.5712	11.7198
39.7986	11.4069
45.0858	9.5784
49.0562	8.9408
54.6993	8.2418
60.4714	4.2499
65.7225	5.1367
70.2163	5.9335
73.7995	3.1190
79.6730	2.0547
89.2190	-2.8340
98.3002	-4.6981
102.7710	-5.9548
112.9298	-4.5824
119.6625	-6.1322
126.8741	-9.5505
135.8913	-8.3665
143.0350	-9.3865
149.7043	-9.3954
156.1989	-9.8904
160.8405	-10.3066
165.9962	-12.7856
176.3341	-15.2339
182.5952	-19.8749
186.4584	-21.8277
196.0372	-24.9377
202.4000	-26.7595
208.9221	-30.3552
219.2592	-36.0129
225.4480	-38.0546
233.3182	-43.6123
241.2059	-49.4576
252.4979	-53.1576
257.1250	-58.6000
262.2688	-63.9133
272.3461	-70.1092
282.7213	-74.8157
290.8826	-81.8292
297.0113	-86.3672
309.6808	-93.0417
319.2519	-97.7183
326.3810	-106.2195
336.4022	-114.3285
346.6153	-118.4528
358.9581	-125.5762
366.2123	-131.5397
377.0570	-135.0562
389.1794	-143.0695
399.3404	-148.5678
411.3033	-155.6892
420.6134	-155.0232
427.2941	-160.3755
439.2962	-166.1243
447.4640	-168.0671
456.8434	-172.3229
466.5371	-174.4786
477.2206	-176.9906
484.1396	-180.2414
492.9599	-182.6786
495.4482	-185.9322
506.9538	-193.4837
511.4681	-195.9106
522.6383	-199.6960
527.5309	-205.8278
535.0828	-206.1766
542.6455	-210.2190
548.9871	-214.0257
554.5036	-219.9164
559.4551	-220.6059
573.1981	-222.6309
580.0786	-227.7545
590.0150	-230.1233
597.4182	-232.9457
604.3022	-233.0146
613.2036	-236.5159
622.5600	-238.4720
633.2638	-243.5554
642.8574	-246.3097
650.6055	-249.4855
658.5414	-250.7177
669.8127	-250.4333
681.3508	-254.7289
687.5236	-258.0359
695.6885	-261.7934
703.8000	-259.4007
713.3237	-263.8629
